block,tile,species,size,count,date
F,11,chthamalus,adult,102,2021-02-24
F,13,chthamalus,adult,0,2021-02-24
F,12,chthamalus,adult,74,2021-02-24
F,16,chthamalus,adult,0,2021-02-24
A,1,balanus,recruit,0,2020-12-11
A,2,balanus,recruit,0,2021-02-24
A,3,balanus,recruit,0,2021-02-24
A,9,balanus,recruit,0,2021-02-24
A,10,balanus,recruit,0,2021-02-24
A,12,balanus,recruit,0,2021-02-24
A,13,balanus,recruit,0,2021-02-24
A,15,balanus,recruit,0,2021-02-24
B,1,balanus,recruit,0,2021-02-24
B,2,balanus,recruit,0,2021-02-24
B,4,balanus,recruit,0,2021-02-24
B,5,balanus,recruit,0,2021-02-24
B,6,balanus,recruit,0,2021-02-24
B,7,balanus,recruit,0,2021-02-24
B,9,balanus,recruit,0,2021-02-24
B,12,balanus,recruit,0,2021-02-24
B,14,balanus,recruit,0,2021-02-24
B,16,balanus,recruit,0,2021-02-24
C,4,balanus,recruit,0,2021-02-24
C,12,balanus,recruit,0,2021-02-24
C,10,balanus,recruit,0,2021-02-24
C,11,balanus,recruit,0,2021-02-24
C,9,balanus,recruit,0,2021-02-24
C,14,balanus,recruit,0,2021-02-24
D,1,balanus,recruit,0,2021-02-24
D,2,balanus,recruit,0,2021-02-24
D,5,balanus,recruit,0,2021-02-24
D,8,balanus,recruit,0,2021-02-24
D,9,balanus,recruit,0,2021-02-24
D,12,balanus,recruit,0,2021-02-24
E,4,balanus,recruit,0,2021-02-24
E,6,balanus,recruit,0,2021-02-24
E,9,balanus,recruit,0,2021-02-24
E,10,balanus,recruit,0,2021-02-24
E,11,balanus,recruit,0,2021-02-24
E,12,balanus,recruit,0,2021-02-24
E,13,balanus,recruit,0,2021-02-24
E,15,balanus,recruit,0,2021-02-24
F,1,balanus,recruit,0,2021-02-24
F,3,balanus,recruit,0,2021-02-24
F,5,balanus,recruit,0,2021-02-24
F,6,balanus,recruit,0,2021-02-24
F,8,balanus,recruit,0,2021-02-24
F,11,balanus,recruit,0,2021-02-24
F,13,balanus,recruit,0,2021-02-24
F,12,balanus,recruit,0,2021-02-24
F,16,balanus,recruit,0,2021-02-24
A,1,chthamalus,recruit,0,2021-02-24
A,2,chthamalus,recruit,0,2021-02-24
A,3,chthamalus,recruit,0,2021-02-24
A,9,chthamalus,recruit,0,2021-02-24
A,10,chthamalus,recruit,0,2021-02-24
A,12,chthamalus,recruit,0,2021-02-24
A,13,chthamalus,recruit,0,2021-02-24
A,15,chthamalus,recruit,0,2021-02-24
B,1,chthamalus,recruit,0,2021-02-24
B,2,chthamalus,recruit,0,2021-02-24
B,4,chthamalus,recruit,0,2021-02-24
B,5,chthamalus,recruit,0,2021-02-24
B,6,chthamalus,recruit,0,2021-02-24
B,7,chthamalus,recruit,0,2021-02-24
B,9,chthamalus,recruit,0,2021-02-24
B,12,chthamalus,recruit,0,2021-02-24
B,14,chthamalus,recruit,0,2021-02-24
B,16,chthamalus,recruit,0,2021-02-24
C,4,chthamalus,recruit,0,2021-02-24
C,12,chthamalus,recruit,0,2021-02-24
C,10,chthamalus,recruit,0,2021-02-24
C,11,chthamalus,recruit,0,2021-02-24
C,9,chthamalus,recruit,0,2021-02-24
C,14,chthamalus,recruit,0,2021-02-24
D,1,chthamalus,recruit,0,2021-02-24
D,2,chthamalus,recruit,0,2021-02-24
D,5,chthamalus,recruit,0,2021-02-24
D,8,chthamalus,recruit,0,2021-02-24
D,9,chthamalus,recruit,0,2021-02-24
D,12,chthamalus,recruit,0,2021-02-24
E,4,chthamalus,recruit,0,2021-02-24
E,6,chthamalus,recruit,0,2021-02-24
E,9,chthamalus,recruit,0,2021-02-24
E,10,chthamalus,recruit,0,2021-02-24
E,11,chthamalus,recruit,0,2021-02-24
E,12,chthamalus,recruit,0,2021-02-24
E,13,chthamalus,recruit,0,2021-02-24
E,15,chthamalus,recruit,0,2021-02-24
F,1,chthamalus,recruit,0,2021-02-24
F,3,chthamalus,recruit,0,2021-02-24
F,5,chthamalus,recruit,0,2021-02-24
F,6,chthamalus,recruit,0,2021-02-24
F,8,chthamalus,recruit,0,2021-02-24
F,11,chthamalus,recruit,0,2021-02-24
F,13,chthamalus,recruit,0,2021-02-24
F,12,chthamalus,recruit,0,2021-02-24
F,16,chthamalus,recruit,0,2021-02-24
